match_id,innings,batting_team,over_ball,bowler,batsman,run,extra_type,extra_run,is_wicket,is_boundary,is_dot_ball,commentary
23684171,2,Royal Cricket Blasters (RCB),5.3,Lokesh kumar YC,Vinay KS,2,,0,0,0,0,"Lokesh kumar YC to Vinay KS, 2 runs"
23684171,2,Royal Cricket Blasters (RCB),5.2,Lokesh kumar YC,Vinay KS,6,,0,0,1,0,"Lokesh kumar YC to Vinay KS, SIX"
23684171,2,Royal Cricket Blasters (RCB),5.1,Lokesh kumar YC,Vinay KS,0,,0,0,0,1,"Lokesh kumar YC to Vinay KS, no run"
23684171,2,Royal Cricket Blasters (RCB),5.0,Vinod Reddy,Arun,0,,0,1,0,1,"Vinod Reddy to Arun, OUT Bowled"
23684171,2,Royal Cricket Blasters (RCB),4.5,Vinod Reddy,Arun,2,,0,0,0,0,"Vinod Reddy to Arun, 2 runs"
23684171,2,Royal Cricket Blasters (RCB),4.4,Vinod Reddy,Vijay 208,0,,0,1,0,1,"Vinod Reddy to Vijay 208, OUT Caught behind, Caught Behind by Ashok adapala"
23684171,2,Royal Cricket Blasters (RCB),4.3,Vinod Reddy,Vijay 208,6,,0,0,1,0,"Vinod Reddy to Vijay 208, SIX"
23684171,2,Royal Cricket Blasters (RCB),4.2,Vinod Reddy,Vijay 208,0,,0,0,0,1,"Vinod Reddy to Vijay 208, no run"
23684171,2,Royal Cricket Blasters (RCB),4.1,Vinod Reddy,Vijay 208,0,,0,0,0,1,"Vinod Reddy to Vijay 208, no run"
23684171,2,Royal Cricket Blasters (RCB),4.0,Sudhir Midtown,Vinay KS,6,,0,0,1,0,"Sudhir Midtown to Vinay KS, SIX"
23684171,2,Royal Cricket Blasters (RCB),3.5,Sudhir Midtown,Vinay KS,0,,0,0,0,1,"Sudhir Midtown to Vinay KS, no run"
23684171,2,Royal Cricket Blasters (RCB),3.4,Sudhir Midtown,Vinay KS,2,,0,0,0,0,"Sudhir Midtown to Vinay KS, 2 runs"
23684171,2,Royal Cricket Blasters (RCB),3.3,Sudhir Midtown,Vinay KS,0,,0,0,0,1,"Sudhir Midtown to Vinay KS, no run"
23684171,2,Royal Cricket Blasters (RCB),3.2,Sudhir Midtown,Leel,0,,0,1,0,1,"Sudhir Midtown to Leel, OUT Caught and bowled, Caught by Sudhir Midtown"
23684171,2,Royal Cricket Blasters (RCB),3.1,Sudhir Midtown,Leel,0,,0,0,0,1,"Sudhir Midtown to Leel, no run"
23684171,2,Royal Cricket Blasters (RCB),3.0,Pabitra,Vijay 208,0,,0,0,0,1,"Pabitra to Vijay 208, no run"
23684171,2,Royal Cricket Blasters (RCB),2.5,Pabitra,Leel,1,,0,0,0,0,"Pabitra to Leel, 1 run"
23684171,2,Royal Cricket Blasters (RCB),2.4,Pabitra,Vijay 208,1,,0,0,0,0,"Pabitra to Vijay 208, 1 run"
23684171,2,Royal Cricket Blasters (RCB),2.3,Pabitra,Vijay 208,6,,0,0,1,0,"Pabitra to Vijay 208, SIX"
23684171,2,Royal Cricket Blasters (RCB),2.2,Pabitra,Vijay 208,0,,0,0,0,1,"Pabitra to Vijay 208, no run"
23684171,2,Royal Cricket Blasters (RCB),2.1,Pabitra,Vijay 208,0,,0,0,0,1,"Pabitra to Vijay 208, no run"
23684171,2,Royal Cricket Blasters (RCB),2.0,Sudhir Midtown,Leel,0,,0,0,0,1,"Sudhir Midtown to Leel, no run"
23684171,2,Royal Cricket Blasters (RCB),1.5,Sudhir Midtown,Vijay 208,1,,0,0,0,0,"Sudhir Midtown to Vijay 208, 1 run"
23684171,2,Royal Cricket Blasters (RCB),1.4,Sudhir Midtown,Vijay 208,0,,0,0,0,1,"Sudhir Midtown to Vijay 208, no run"
23684171,2,Royal Cricket Blasters (RCB),1.3,Sudhir Midtown,Vijay 208,0,,0,0,0,1,"Sudhir Midtown to Vijay 208, no run"
23684171,2,Royal Cricket Blasters (RCB),1.2,Sudhir Midtown,Vijay 208,0,,0,0,0,1,"Sudhir Midtown to Vijay 208, no run"
23684171,2,Royal Cricket Blasters (RCB),1.2,Sudhir Midtown,Vijay 208,0,WD,0,0,0,0,"Sudhir Midtown to Vijay 208, wide"
23684171,2,Royal Cricket Blasters (RCB),1.1,Sudhir Midtown,Vijay 208,0,,0,0,0,1,"Sudhir Midtown to Vijay 208, no run"
23684171,2,Royal Cricket Blasters (RCB),1.0,Pabitra,Leel,0,,0,0,0,1,"Pabitra to Leel, no run"
23684171,2,Royal Cricket Blasters (RCB),0.5,Pabitra,Leel,0,,0,0,0,1,"Pabitra to Leel, no run"
23684171,2,Royal Cricket Blasters (RCB),0.5,Pabitra,Leel,0,WD,0,0,0,0,"Pabitra to Leel, wide"
23684171,2,Royal Cricket Blasters (RCB),0.4,Pabitra,Leel,0,,0,0,0,1,"Pabitra to Leel, no run"
23684171,2,Royal Cricket Blasters (RCB),0.3,Pabitra,Vijay 208,1,,0,0,0,0,"Pabitra to Vijay 208, 1 run"
23684171,2,Royal Cricket Blasters (RCB),0.2,Pabitra,Vijay 208,0,,0,0,0,1,"Pabitra to Vijay 208, no run"
23684171,2,Royal Cricket Blasters (RCB),0.1,Pabitra,Leel,1,,0,0,0,0,"Pabitra to Leel, 1 run"
23684100,1,Weekend Warriors (WW),10.0,Mithun,Srikanta Maddara,1,,0,1,0,0,"Mithun to Srikanta Maddara, 1 run, OUT Run out, Throw by Gopi"
23684100,1,Weekend Warriors (WW),10.0,Mithun,Srikanta Maddara,0,WD,0,0,0,0,"Mithun to Srikanta Maddara, wide"
23684100,1,Weekend Warriors (WW),9.5,Mithun,Srikanta Maddara,0,,0,0,0,1,"Mithun to Srikanta Maddara, no run"
23684100,1,Weekend Warriors (WW),9.5,Mithun,Srikanta Maddara,0,WD,0,0,0,0,"Mithun to Srikanta Maddara, wide"
23684100,1,Weekend Warriors (WW),9.5,Mithun,Srikanta Maddara,0,NB,0,0,0,0,"Mithun to Srikanta Maddara, (no ball)"
23684100,1,Weekend Warriors (WW),9.4,Mithun,Srikanta Maddara,0,,0,0,0,1,"Mithun to Srikanta Maddara, no run"
23684100,1,Weekend Warriors (WW),9.3,Mithun,Lokesh kumar YC,1,,0,0,0,0,"Mithun to Lokesh kumar YC, 1 run"
23684100,1,Weekend Warriors (WW),9.2,Mithun,Srikanta Maddara,1,,0,0,0,0,"Mithun to Srikanta Maddara, 1 run"
23684100,1,Weekend Warriors (WW),9.1,Mithun,Srikanta Maddara,0,,0,0,0,1,"Mithun to Srikanta Maddara, no run"
23684100,1,Weekend Warriors (WW),9.0,Gopi,Srikanta Maddara,1,,0,0,0,0,"Gopi to Srikanta Maddara, 1 run"
23684100,1,Weekend Warriors (WW),8.5,Gopi,Srikanta Maddara,0,,0,0,0,1,"Gopi to Srikanta Maddara, no run"
23684100,1,Weekend Warriors (WW),8.4,Gopi,Srikanta Maddara,2,,0,0,0,0,"Gopi to Srikanta Maddara, 2 runs"
23684100,1,Weekend Warriors (WW),8.3,Gopi,Srikanta Maddara,0,,0,0,0,1,"Gopi to Srikanta Maddara, no run"
23684100,1,Weekend Warriors (WW),8.2,Gopi,Srikanta Maddara,6,,0,0,1,0,"Gopi to Srikanta Maddara, SIX"
23684100,1,Weekend Warriors (WW),8.2,Gopi,Srikanta Maddara,0,NB,0,0,0,0,"Gopi to Srikanta Maddara, (no ball)"
23684100,1,Weekend Warriors (WW),8.2,Gopi,Srikanta Maddara,0,WD,0,0,0,0,"Gopi to Srikanta Maddara, wide"
23684100,1,Weekend Warriors (WW),8.1,Gopi,Ashok,0,,0,1,0,1,"Gopi to Ashok, OUT Run out, Throw by Vijay 208"
23684100,1,Weekend Warriors (WW),8.0,Srinivas Vemulapalli,Srikanta Maddara,2,,0,0,0,0,"Srinivas Vemulapalli to Srikanta Maddara, 2 runs"
23684100,1,Weekend Warriors (WW),7.5,Srinivas Vemulapalli,Srikanta Maddara,0,,0,0,0,1,"Srinivas Vemulapalli to Srikanta Maddara, no run"
23684100,1,Weekend Warriors (WW),7.4,Srinivas Vemulapalli,Firoz,0,,0,1,0,1,"Srinivas Vemulapalli to Firoz, OUT Caught out, Caught by Vinay KS"
23684100,1,Weekend Warriors (WW),7.3,Srinivas Vemulapalli,Ashok,1,,0,0,0,0,"Srinivas Vemulapalli to Ashok, 1 run"
23684100,1,Weekend Warriors (WW),7.2,Srinivas Vemulapalli,Firoz,1,,0,0,0,0,"Srinivas Vemulapalli to Firoz, 1 run"
23684100,1,Weekend Warriors (WW),7.1,Srinivas Vemulapalli,Firoz,0,,0,0,0,1,"Srinivas Vemulapalli to Firoz, no run"
23684100,1,Weekend Warriors (WW),7.0,Gopi,Ashok,0,,0,0,0,1,"Gopi to Ashok, no run"
23684100,1,Weekend Warriors (WW),6.5,Gopi,Ashok,0,,0,0,0,1,"Gopi to Ashok, no run"
23684100,1,Weekend Warriors (WW),6.4,Gopi,Sudhir Midtown,0,,0,1,0,1,"Gopi to Sudhir Midtown, OUT Bowled"
23684100,1,Weekend Warriors (WW),6.3,Gopi,Sudhir Midtown,0,,0,0,0,1,"Gopi to Sudhir Midtown, no run"
23684100,1,Weekend Warriors (WW),6.3,Gopi,Sudhir Midtown,0,WD,0,0,0,0,"Gopi to Sudhir Midtown, wide"
23684100,1,Weekend Warriors (WW),6.2,Gopi,Sudhir Midtown,2,,0,0,0,0,"Gopi to Sudhir Midtown, 2 runs"
23684100,1,Weekend Warriors (WW),6.2,Gopi,Sudhir Midtown,0,WD,0,0,0,0,"Gopi to Sudhir Midtown, wide"
23684100,1,Weekend Warriors (WW),6.1,Gopi,Sudhir Midtown,2,,0,0,0,0,"Gopi to Sudhir Midtown, 2 runs"
23684100,1,Weekend Warriors (WW),6.1,Gopi,Sudheer Nidiginti,0,,0,1,0,1,"Gopi to Sudheer Nidiginti, no run, RETIRED HURT"
23684100,1,Weekend Warriors (WW),6.0,Vinay KS,Firoz,0,,0,0,0,1,"Vinay KS to Firoz, no run"
23684100,1,Weekend Warriors (WW),5.5,Vinay KS,Sudheer Nidiginti,0,,0,1,0,1,"Vinay KS to Sudheer Nidiginti, OUT Run out, Throw by Kranthi 202 Midtown Raaga"
23684100,1,Weekend Warriors (WW),5.4,Vinay KS,Sudheer Nidiginti,0,,0,0,0,1,"Vinay KS to Sudheer Nidiginti, no run"
23684100,1,Weekend Warriors (WW),5.3,Vinay KS,Sudheer Nidiginti,4,,0,0,1,0,"Vinay KS to Sudheer Nidiginti, FOUR"
23684100,1,Weekend Warriors (WW),5.2,Vinay KS,Sudheer Nidiginti,6,,0,0,1,0,"Vinay KS to Sudheer Nidiginti, SIX"
23684100,1,Weekend Warriors (WW),5.2,Vinay KS,Sudheer Nidiginti,0,WD,0,0,0,0,"Vinay KS to Sudheer Nidiginti, wide"
23684100,1,Weekend Warriors (WW),5.1,Vinay KS,Sudheer Nidiginti,4,,0,0,1,0,"Vinay KS to Sudheer Nidiginti, FOUR"
23684100,1,Weekend Warriors (WW),5.0,Arun,Pabitra,0,,0,0,0,1,"Arun to Pabitra, no run"
23684100,1,Weekend Warriors (WW),4.5,Arun,Pabitra,0,,0,0,0,1,"Arun to Pabitra, no run"
23684100,1,Weekend Warriors (WW),4.5,Arun,Pabitra,0,WD,0,0,0,0,"Arun to Pabitra, wide"
23684100,1,Weekend Warriors (WW),4.5,Arun,Pabitra,0,WD,0,0,0,0,"Arun to Pabitra, wide"
23684100,1,Weekend Warriors (WW),4.4,Arun,Pabitra,4,,0,0,1,0,"Arun to Pabitra, FOUR"
23684100,1,Weekend Warriors (WW),4.3,Arun,Pabitra,0,,0,0,0,1,"Arun to Pabitra, no run"
23684100,1,Weekend Warriors (WW),4.2,Arun,Pabitra,0,,0,0,0,1,"Arun to Pabitra, no run"
23684100,1,Weekend Warriors (WW),4.1,Arun,Sudheer Nidiginti,1,,0,0,0,0,"Arun to Sudheer Nidiginti, 1 run"
23684100,1,Weekend Warriors (WW),4.0,Mithun,Pabitra,0,,0,0,0,1,"Mithun to Pabitra, no run"
23684100,1,Weekend Warriors (WW),3.5,Mithun,Pabitra,0,,0,0,0,1,"Mithun to Pabitra, no run"
23684100,1,Weekend Warriors (WW),3.4,Mithun,Sudheer Nidiginti,0,,0,1,0,1,"Mithun to Sudheer Nidiginti, OUT Run out, Throw by Leel"
23684100,1,Weekend Warriors (WW),3.3,Mithun,Sudheer Nidiginti,0,,0,0,0,1,"Mithun to Sudheer Nidiginti, no run"
